,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,yearBuilt,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
2253,29504983,475000.0,4.0,2932.0,5,9.0,2,18,1,-97.8926696777344,1,1.4,30.1914348602295,8232.0,30,1,78739,1988,1.98,2019-10-31,10,2019,531059.449339207
2254,29484466,385000.0,2.0,1804.0,3,8.0,1,17,1,-97.8768615722656,1,1.76666666666667,30.2203483581543,6882.0,27,1,78749,1995,1.98,2019-07-31,7,2019,381030.627306273
2255,29504971,385000.0,3.0,2081.0,3,9.0,2,18,1,-97.8924102783203,1,1.43333333333333,30.1905975341797,7405.0,1,1,78739,1989,1.98,2019-12-04,12,2019,531059.449339207
2256,29501971,675000.0,4.0,3402.0,4,9.0,2,18,1,-97.8810348510742,1,1.03333333333333,30.1945648193359,10018.0,36,2,78739,1995,1.98,2019-12-04,12,2019,531059.449339207
2257,29479461,339900.0,2.0,1326.0,3,6.66666666666667,1,17,1,-97.8946075439453,1,3.4,30.2363185882568,11761.2,40,2,78736,1980,1.98,2019-06-11,6,2019,417188.879310345
2258,64909969,510000.0,4.0,3169.0,4,8.66666666666667,2,18,1,-97.8978652954102,1,1.53333333333333,30.1901779174805,8712.0,1,1,78739,2004,1.98,2019-05-01,5,2019,531059.449339207
2259,29501962,439900.0,4.0,3507.0,4,9.0,2,18,1,-97.8819122314453,1,1.03333333333333,30.1939086914063,12632.4,1,1,78739,1995,1.98,2019-06-14,6,2019,531059.449339207
2260,29486180,164999.0,2.0,1373.0,3,4.66666666666667,1,14,1,-97.8410415649414,1,1.16666666666667,30.2092132568359,10454.0,1,5,78749,1984,1.98,2019-08-29,8,2019,381030.627306273
2261,29486179,279000.0,2.0,1178.0,3,4.66666666666667,1,14,1,-97.8408432006836,1,1.13333333333333,30.209098815918,6098.0,1,4,78749,1982,1.98,2019-06-30,6,2019,381030.627306273
2262,29486153,330000.0,2.0,1407.0,3,4.66666666666667,1,14,1,-97.8395233154297,1,1.13333333333333,30.2116851806641,8015.0,26,2,78749,1980,1.98,2019-08-15,8,2019,381030.627306273
2263,58315150,399000.0,2.0,1666.0,3,4.66666666666667,1,14,1,-97.823371887207,1,1.26666666666667,30.2109317779541,13503.6,1,3,78745,1981,1.98,2019-05-17,5,2019,341094.994301994
2264,29480636,415000.0,3.0,1856.0,4,6.0,2,17,1,-97.8415679931641,1,2.1,30.2278671264648,8276.0,1,2,78749,1981,1.98,2019-07-17,7,2019,381030.627306273
2265,29480600,395000.0,3.0,2178.0,4,6.0,2,17,1,-97.8358688354492,1,2.23333333333333,30.2248859405518,10149.0,36,1,78749,1982,1.98,2019-05-31,5,2019,381030.627306273
2266,58314598,354000.0,2.0,1579.0,3,4.66666666666667,1,14,1,-97.816650390625,1,1.13333333333333,30.2140159606934,7710.0,20,2,78745,1978,1.98,2019-06-26,6,2019,341094.994301994
2267,29490479,329000.0,3.0,1769.0,3,4.66666666666667,2,14,1,-97.8456726074219,1,1.4,30.2091407775879,6708.0,38,2,78749,1984,1.98,2019-04-25,4,2019,381030.627306273
2268,29485510,349900.0,2.0,1687.0,3,4.66666666666667,1,14,1,-97.8368682861328,1,1.06666666666667,30.2127189636231,10690.0,20,3,78749,1984,1.98,2019-11-27,11,2019,381030.627306273
2269,58314509,389999.0,2.0,1568.0,3,4.66666666666667,1,14,1,-97.8170547485352,1,1.1,30.2144813537598,7230.0,29,1,78745,1978,1.98,2019-04-11,4,2019,341094.994301994
2270,29490802,345900.0,2.0,1515.0,3,4.66666666666667,1,14,1,-97.8433609008789,1,1.26666666666667,30.2048892974854,12196.8,48,3,78749,1979,1.98,2019-08-06,8,2019,381030.627306273
2271,29490794,328000.0,2.0,1508.0,3,4.66666666666667,1,14,1,-97.8418197631836,1,1.2,30.2045192718506,7840.0,26,1,78749,1979,1.98,2019-03-22,3,2019,381030.627306273
2272,29498458,399000.0,3.0,1424.0,3,4.0,2,13,1,-97.8224487304688,1,1.53333333333333,30.1963844299316,12196.8,1,5,78745,1983,1.98,2019-06-03,6,2019,341094.994301994
2273,29490783,339900.0,2.0,1572.0,3,4.66666666666667,1,14,1,-97.8417739868164,1,1.2,30.2048664093018,9147.0,1,6,78749,1978,1.98,2019-10-25,10,2019,381030.627306273
2274,29495453,279900.0,2.0,1223.0,3,4.66666666666667,1,14,1,-97.8300170898438,1,1.23333333333333,30.2007713317871,7230.0,24,5,78745,1982,1.98,2019-02-28,2,2019,341094.994301994
2275,29479947,325000.0,2.0,1706.0,4,4.0,1,12,1,-97.791259765625,1,1.23333333333333,30.222583770752,8407.0,1,4,78745,1957,1.98,2019-12-05,12,2019,341094.994301994
2276,2084104446,389000.0,2.0,1781.0,3,4.0,1,13,1,-97.8070907592773,1,0.833333333333333,30.2137851715088,9016.0,25,1,78745,2008,1.98,2019-07-26,7,2019,341094.994301994
2277,29490759,365000.0,2.0,1816.0,4,4.66666666666667,1,14,1,-97.8383483886719,1,1.06666666666667,30.2052383422852,6664.0,28,1,78749,1976,1.98,2019-01-24,1,2019,381030.627306273
2278,29482942,315000.0,1.0,944.0,3,3.33333333333333,1,13,1,-97.7874298095703,1,1.73333333333333,30.216287612915,9888.0,55,1,78745,1972,1.98,2019-09-17,9,2019,341094.994301994
2279,29486258,320000.0,2.0,1380.0,3,4.66666666666667,1,14,1,-97.8381195068359,1,1.06666666666667,30.2089805603027,7405.0,1,2,78749,1980,1.98,2019-09-17,9,2019,381030.627306273
2280,29485938,455000.0,2.0,1450.0,3,4.0,1,13,1,-97.8095169067383,1,0.9,30.2124786376953,8189.0,30,3,78745,1972,1.98,2019-09-27,9,2019,341094.994301994
2281,29498421,429000.0,3.0,2176.0,4,4.0,2,13,1,-97.8222045898438,1,1.46666666666667,30.1983909606934,7840.0,17,1,78745,1983,1.98,2019-06-28,6,2019,341094.994301994
2282,29498751,280000.0,1.0,1019.0,3,4.66666666666667,1,14,1,-97.8361740112305,1,1.23333333333333,30.20041847229,6926.0,20,2,78745,1975,1.98,2019-11-20,11,2019,341094.994301994
2283,29498485,385000.0,3.0,1801.0,3,4.0,2,13,1,-97.8248596191406,1,1.5,30.1980304718018,7013.0,38,3,78745,1994,1.98,2019-12-16,12,2019,341094.994301994
2284,29498418,375000.0,2.0,2034.0,3,4.0,1,13,1,-97.8223648071289,1,1.43333333333333,30.198823928833,7187.0,29,2,78745,1983,1.98,2019-07-15,7,2019,341094.994301994
2285,29486238,310000.0,2.0,1505.0,3,4.66666666666667,1,14,1,-97.8386840820312,1,1.1,30.2086505889892,8624.0,20,2,78749,1981,1.98,2019-09-03,9,2019,381030.627306273
2286,29495387,385000.0,2.0,1491.0,3,4.66666666666667,1,14,1,-97.8290710449219,1,1.16666666666667,30.2031097412109,8276.0,26,1,78745,1980,1.98,2019-08-09,8,2019,341094.994301994
2287,29479932,325000.0,1.0,1083.0,3,4.0,1,12,1,-97.7915115356445,1,1.23333333333333,30.2243843078613,9191.0,44,13,78745,1958,1.98,2019-03-06,3,2019,341094.994301994
2288,29507394,334900.0,3.0,1739.0,3,6.66666666666667,2,16,1,-97.8369216918945,1,1.2,30.1837368011475,6969.0,1,3,78748,1998,1.98,2019-07-22,7,2019,313358.589371981
2289,29507390,345000.0,3.0,2073.0,4,6.66666666666667,2,16,1,-97.8364791870117,1,1.16666666666667,30.1840667724609,5227.0,1,5,78748,1996,1.98,2019-12-05,12,2019,313358.589371981
2290,29490224,429999.0,2.0,1784.0,3,4.66666666666667,2,14,1,-97.8338241577148,1,1.0,30.2071495056152,6272.0,1,2,78745,1979,1.98,2019-07-10,7,2019,341094.994301994
2291,58312926,340000.0,2.0,1331.0,3,4.0,1,12,1,-97.7896347045898,1,1.33333333333333,30.2208156585693,7797.0,29,2,78745,1960,1.98,2019-08-14,8,2019,341094.994301994
2292,29479926,439000.0,1.0,1170.0,3,4.0,1,12,1,-97.7915496826172,1,1.23333333333333,30.2212085723877,8276.0,33,3,78745,1960,1.98,2019-06-19,6,2019,341094.994301994
2293,89547983,400000.0,4.0,2096.0,3,4.0,2,13,1,-97.8288345336914,1,1.76666666666667,30.1941432952881,5227.0,1,1,78745,2013,1.98,2019-03-29,3,2019,341094.994301994
2294,29490212,449950.0,2.0,1446.0,3,4.66666666666667,1,14,1,-97.8327941894531,1,1.06666666666667,30.2071571350098,7840.0,1,1,78745,1979,1.98,2019-05-08,5,2019,341094.994301994
2295,64551425,365000.0,3.0,1763.0,3,4.66666666666667,2,14,1,-97.7930679321289,1,1.36666666666667,30.2205028533936,6220.0,28,1,78745,2004,1.98,2019-07-12,7,2019,341094.994301994
2296,29507369,350000.0,3.0,1907.0,3,6.66666666666667,2,16,1,-97.8370132446289,1,1.13333333333333,30.1850337982178,6098.0,1,1,78748,1995,1.98,2019-07-23,7,2019,313358.589371981
2297,29504360,319900.0,2.0,2104.0,3,6.66666666666667,1,16,1,-97.8400497436523,1,1.06666666666667,30.1875438690186,7880.0,30,1,78748,1994,1.98,2019-10-11,10,2019,313358.589371981
2298,29499201,290000.0,2.0,1581.0,3,4.66666666666667,2,14,1,-97.8464813232422,1,1.53333333333333,30.2024173736572,6185.0,17,1,78749,1984,1.98,2019-06-27,6,2019,381030.627306273
2299,29495701,300000.0,3.0,1510.0,3,4.66666666666667,2,14,1,-97.8445510864258,1,1.36666666666667,30.2056102752686,5837.0,30,3,78749,1986,1.98,2019-02-27,2,2019,381030.627306273
2300,70342965,325000.0,3.0,1714.0,3,4.0,1,13,1,-97.8203887939453,1,1.8,30.1890258789063,4486.0,27,2,78745,2005,1.98,2019-05-23,5,2019,341094.994301994
2301,29504342,339000.0,3.0,1436.0,3,6.66666666666667,2,16,1,-97.83740234375,1,1.0,30.1879615783691,7927.0,31,1,78748,1998,1.98,2019-07-08,7,2019,313358.589371981
2302,29504335,310000.0,3.0,1482.0,3,6.66666666666667,2,16,1,-97.8365097045898,1,1.06666666666667,30.1873569488525,7797.0,39,3,78748,1998,1.98,2019-05-16,5,2019,313358.589371981
2303,29507334,325000.0,3.0,1957.0,4,6.66666666666667,2,16,1,-97.8389282226562,1,1.2,30.1839389801025,15246.0,24,3,78748,1998,1.98,2019-07-12,7,2019,313358.589371981
2304,70342956,330000.0,3.0,1720.0,3,4.0,2,13,1,-97.8203659057617,1,1.8,30.1897277832031,4530.0,30,4,78745,2005,1.98,2019-04-26,4,2019,341094.994301994
2305,70342954,229000.0,3.0,2101.0,3,4.0,2,13,1,-97.8203964233398,1,1.73333333333333,30.1908988952637,5401.0,33,6,78745,2005,1.98,2019-03-11,3,2019,341094.994301994
2306,29490192,295000.0,2.0,1503.0,3,4.66666666666667,1,14,1,-97.8323745727539,1,1.03333333333333,30.2063961029053,6534.0,1,2,78745,1979,1.98,2019-05-14,5,2019,341094.994301994
2307,29506450,365000.0,2.0,2219.0,4,5.66666666666667,1,16,1,-97.8200912475586,1,2.3,30.1853523254394,8712.0,25,5,78748,1994,1.98,2019-06-27,6,2019,313358.589371981
2308,29485411,355000.0,2.0,1402.0,3,4.0,1,13,1,-97.8119735717773,1,0.9,30.2128868103027,6141.0,39,5,78745,1972,1.98,2019-01-15,1,2019,341094.994301994
2309,29507328,299000.0,2.0,1294.0,3,6.66666666666667,1,16,1,-97.8389053344727,1,1.16666666666667,30.1846199035644,8145.0,19,1,78748,1998,1.98,2019-08-22,8,2019,313358.589371981
2310,29486188,275000.0,2.0,1358.0,3,4.66666666666667,1,14,1,-97.8357925415039,1,1.03333333333333,30.2082538604736,7143.0,18,2,78749,1980,1.98,2019-01-23,1,2019,381030.627306273
2311,29503950,299000.0,2.0,1355.0,3,5.66666666666667,1,16,1,-97.8279342651367,1,2.13333333333333,30.1876411437988,5793.0,17,4,78748,1983,1.98,2019-08-20,8,2019,313358.589371981
2312,29498303,298000.0,2.0,1546.0,3,4.0,1,13,1,-97.8272247314453,1,1.63333333333333,30.1971549987793,6969.0,18,8,78745,1996,1.98,2019-10-02,10,2019,341094.994301994
2313,58314408,240000.0,2.0,1582.0,4,4.0,1,14,1,-97.7916412353516,1,0.733333333333333,30.2144451141357,8537.0,29,6,78745,1972,1.98,2019-04-19,4,2019,341094.994301994
2314,29488786,239900.0,2.0,1457.0,3,4.66666666666667,1,14,1,-97.8184051513672,1,1.46666666666667,30.2030010223389,7013.0,27,4,78745,1976,1.98,2019-10-03,10,2019,341094.994301994
2315,29504319,290000.0,3.0,1974.0,3,6.66666666666667,2,16,1,-97.8417053222656,1,1.06666666666667,30.1878318786621,8712.0,27,1,78748,1994,1.98,2019-01-25,1,2019,313358.589371981
2316,29495672,310000.0,2.0,1672.0,3,4.66666666666667,1,14,1,-97.8452224731445,1,1.4,30.206205368042,8102.0,17,1,78749,1985,1.98,2019-05-10,5,2019,381030.627306273
2317,29506939,279950.0,2.0,1333.0,3,5.66666666666667,1,16,1,-97.8312225341797,1,2.0,30.1856288909912,5924.0,14,2,78748,1982,1.98,2019-03-28,3,2019,313358.589371981
2318,29486172,325000.0,2.0,1362.0,3,4.66666666666667,1,14,1,-97.8396759033203,1,1.13333333333333,30.2085285186768,6621.0,31,4,78749,1982,1.98,2019-10-08,10,2019,381030.627306273
2319,29504307,399000.0,2.0,2032.0,4,6.66666666666667,1,16,1,-97.8412475585938,1,1.06666666666667,30.1880664825439,10193.0,31,1,78748,1994,1.98,2019-07-24,7,2019,313358.589371981
2320,29504300,399000.0,2.0,2295.0,4,6.66666666666667,1,16,1,-97.8407363891602,1,1.03333333333333,30.1886863708496,11761.2,29,1,78748,1994,1.98,2019-03-22,3,2019,313358.589371981
2321,29495663,188750.0,3.0,1498.0,3,4.66666666666667,2,14,1,-97.8460998535156,1,1.46666666666667,30.2051181793213,7275.0,4,4,78749,1985,1.98,2019-03-29,3,2019,381030.627306273
2322,29490239,289750.0,2.0,1484.0,4,4.66666666666667,2,14,1,-97.8305969238281,1,1.06666666666667,30.2061214447021,8058.0,23,3,78745,1980,1.98,2019-04-26,4,2019,341094.994301994
2323,89545933,338000.0,3.0,1773.0,3,4.0,2,13,1,-97.8286590576172,1,1.73333333333333,30.1943664550781,5357.0,21,5,78745,2013,1.98,2019-07-25,7,2019,341094.994301994
2324,29507286,342843.0,3.0,2073.0,3,6.66666666666667,2,16,1,-97.8367233276367,1,1.26666666666667,30.1819171905518,9104.0,27,1,78748,1996,1.98,2019-10-15,10,2019,313358.589371981
2325,29495651,259900.0,2.0,1149.0,3,4.66666666666667,1,14,1,-97.8453369140625,1,1.36666666666667,30.2053260803223,7666.0,12,4,78749,1985,1.98,2019-09-30,9,2019,381030.627306273
2326,29488736,387500.0,2.0,1564.0,3,4.66666666666667,1,14,1,-97.8180770874023,1,1.36666666666667,30.2047462463379,7666.0,32,3,78745,1975,1.98,2019-06-01,6,2019,341094.994301994
2327,29494151,345000.0,2.0,1462.0,3,4.66666666666667,1,14,1,-97.84228515625,1,1.3,30.2021732330322,8276.0,1,4,78749,1983,1.98,2019-06-28,6,2019,381030.627306273
2328,29504279,400000.0,2.0,1985.0,4,6.66666666666667,1,16,1,-97.8405990600586,1,1.1,30.1861629486084,7374.0,50,2,78748,1996,1.98,2019-09-04,9,2019,313358.589371981
2329,29495480,336000.0,2.0,1150.0,2,4.66666666666667,1,14,1,-97.8312606811523,1,1.23333333333333,30.1997375488281,6534.0,26,2,78745,1982,1.98,2019-09-10,9,2019,341094.994301994
2330,63386419,325000.0,3.0,2166.0,3,4.0,2,13,1,-97.818977355957,1,1.8,30.1892986297607,4573.0,18,4,78745,2004,1.98,2019-07-02,7,2019,341094.994301994
2331,29498223,389500.0,3.0,1734.0,4,4.0,2,13,1,-97.8244934082031,1,1.5,30.1979732513428,6534.0,38,2,78745,1986,1.98,2019-01-08,1,2019,341094.994301994
2332,89547415,348900.0,3.0,1921.0,3,4.0,2,13,1,-97.8305358886719,1,1.76666666666667,30.1947917938232,7405.0,60,11,78745,2012,1.98,2019-03-15,3,2019,341094.994301994
2333,29507234,345000.0,2.5,1957.0,3,6.66666666666667,2,16,1,-97.8352966308594,1,1.13333333333333,30.1852645874023,4809.0,33,4,78748,1996,1.98,2019-12-30,12,2019,313358.589371981
2334,29485397,289990.0,2.0,1304.0,3,4.0,1,13,1,-97.8113784790039,1,0.933333333333333,30.2133827209473,6011.0,20,4,78745,1971,1.98,2019-09-27,9,2019,341094.994301994
2335,29488717,295000.0,2.0,1356.0,3,4.0,1,13,1,-97.8168106079102,1,1.13333333333333,30.2040328979492,7840.0,34,5,78745,1975,1.98,2019-01-25,1,2019,341094.994301994
2336,29503906,399900.0,3.0,2969.0,5,5.66666666666667,1,16,1,-97.8235931396484,1,2.26666666666667,30.187557220459,19602.0,40,5,78748,1971,1.98,2019-11-08,11,2019,313358.589371981
2337,29490604,350000.0,2.0,1410.0,3,4.66666666666667,1,14,1,-97.8417816162109,1,1.2,30.2073059082031,6521.0,32,5,78749,1980,1.98,2019-09-24,9,2019,381030.627306273
2338,145656229,349999.0,3.0,2090.0,3,5.66666666666667,2,16,1,-97.8331604003906,1,2.06666666666667,30.1902160644531,7405.0,15,6,78748,2015,1.98,2019-07-22,7,2019,313358.589371981
2339,29493715,359900.0,2.0,1558.0,3,4.0,1,13,1,-97.8176651000977,1,1.2,30.202018737793,7884.0,57,1,78745,1973,1.98,2019-02-28,2,2019,341094.994301994
2340,29495597,330000.0,3.0,1524.0,3,4.66666666666667,2,14,1,-97.8460388183594,1,1.43333333333333,30.2065143585205,9844.0,22,4,78749,1986,1.98,2019-10-24,10,2019,381030.627306273
2341,29495202,299500.0,2.0,1270.0,3,4.66666666666667,1,14,1,-97.8227691650391,1,1.56666666666667,30.2009963989258,7143.0,23,3,78745,1983,1.98,2019-01-18,1,2019,341094.994301994
2342,29488690,350000.0,2.0,1495.0,3,4.66666666666667,1,14,1,-97.8183059692383,1,1.33333333333333,30.206111907959,7840.0,1,3,78745,1974,1.98,2019-11-18,11,2019,341094.994301994
2343,29495584,195000.0,3.0,1698.0,3,4.66666666666667,2,14,1,-97.8455123901367,1,1.4,30.2066497802734,9365.0,23,10,78749,1984,1.98,2019-12-16,12,2019,381030.627306273
2344,29504214,325000.0,3.0,1964.0,3,6.66666666666667,2,16,1,-97.840934753418,1,1.1,30.1866683959961,7013.0,23,1,78748,1997,1.98,2019-06-20,6,2019,313358.589371981
2345,29498181,389900.0,3.0,2287.0,4,4.0,2,13,1,-97.8180236816406,1,1.4,30.1976661682129,7666.0,30,5,78745,1981,1.98,2019-05-02,5,2019,341094.994301994
2346,29504210,326900.0,2.0,1649.0,3,6.66666666666667,1,16,1,-97.8346862792969,1,1.13333333333333,30.1861839294434,5314.0,25,2,78748,1997,1.98,2019-05-27,5,2019,313358.589371981
2347,29503879,475000.0,2.0,2193.0,4,5.66666666666667,1,16,1,-97.8230056762695,1,2.26666666666667,30.1857967376709,10672.0,32,2,78748,1973,1.98,2019-08-09,8,2019,313358.589371981
2348,29506383,285000.0,2.0,1483.0,3,3.33333333333333,1,14,1,-97.8080444335938,1,1.36666666666667,30.1829471588135,6534.0,31,1,78748,1994,1.98,2019-03-07,3,2019,313358.589371981
2349,29504200,299000.0,3.0,1442.0,3,6.66666666666667,2,16,1,-97.8355178833008,1,1.1,30.1870365142822,4573.0,7,2,78748,1998,1.98,2019-07-03,7,2019,313358.589371981
2350,29488669,449000.0,2.0,1299.0,3,4.66666666666667,1,14,1,-97.8198623657227,1,1.36666666666667,30.2052612304688,7492.0,26,1,78745,1975,1.98,2019-09-19,9,2019,341094.994301994
2351,29504193,374900.0,3.0,2019.0,3,6.66666666666667,2,16,1,-97.8346405029297,1,1.1,30.1866111755371,4791.0,1,1,78748,1997,1.98,2019-02-14,2,2019,313358.589371981
2352,29498168,310000.0,2.0,1557.0,3,4.0,1,13,1,-97.8181686401367,1,1.4,30.1968955993652,6969.0,1,3,78745,1981,1.98,2019-04-08,4,2019,341094.994301994
2353,29485376,159000.0,2.0,1384.0,3,4.0,2,13,1,-97.8118743896484,1,0.933333333333333,30.2149085998535,7274.0,37,7,78745,1979,1.98,2019-06-21,6,2019,341094.994301994
2354,29503854,450000.0,0.0,1660.0,0,5.66666666666667,1,16,1,-97.8236618041992,1,2.26666666666667,30.1885890960693,17424.0,1,1,78748,1971,1.98,2019-08-07,8,2019,313358.589371981
2355,29498563,239900.0,2.0,1534.0,3,4.66666666666667,1,14,1,-97.8332672119141,1,1.33333333333333,30.1978797912598,10236.0,47,2,78745,1978,1.98,2019-04-29,4,2019,341094.994301994
2356,29485369,319500.0,2.0,1221.0,4,4.0,1,13,1,-97.8106002807617,1,0.9,30.2142963409424,6425.0,13,3,78745,1972,1.98,2019-06-19,6,2019,341094.994301994
2357,58316375,315900.0,3.0,2233.0,3,4.0,2,13,1,-97.8138732910156,1,1.93333333333333,30.1860446929932,5749.0,26,5,78745,2000,1.98,2019-11-15,11,2019,341094.994301994
2358,58316373,293500.0,2.0,1522.0,3,4.0,1,13,1,-97.8143997192383,1,1.93333333333333,30.1860885620117,5749.0,33,2,78745,2000,1.98,2019-06-07,6,2019,341094.994301994
2359,29501591,314289.0,3.0,1759.0,3,6.66666666666667,2,16,1,-97.8356094360352,1,1.0,30.1928024291992,4486.0,32,7,78745,1994,1.98,2019-04-08,4,2019,341094.994301994
2360,29482866,334900.0,1.0,1096.0,3,4.0,1,12,1,-97.7887573242188,1,1.36666666666667,30.2189807891846,7710.0,19,3,78745,1962,1.98,2019-02-15,2,2019,341094.994301994
2361,29506370,279950.0,2.0,1483.0,3,3.33333333333333,1,14,1,-97.8087539672852,1,1.4,30.1832237243652,6141.0,25,1,78748,1994,1.98,2019-04-25,4,2019,313358.589371981
2362,29494054,300000.0,2.0,1575.0,4,4.66666666666667,2,14,1,-97.8426132202148,1,1.3,30.2030868530273,10794.0,30,5,78749,1984,1.98,2019-09-25,9,2019,381030.627306273
2363,29506368,335000.0,3.0,2127.0,3,3.33333333333333,2,14,1,-97.8090591430664,1,1.4,30.1831684112549,6054.0,20,9,78748,1994,1.98,2019-01-31,1,2019,313358.589371981
2364,58316366,349500.0,3.0,2379.0,4,4.0,2,13,1,-97.8154907226562,1,1.9,30.1865634918213,7579.0,15,1,78745,2001,1.98,2019-07-18,7,2019,341094.994301994
2365,29494047,332500.0,3.0,1566.0,3,4.66666666666667,2,14,1,-97.8421783447266,1,1.26666666666667,30.202974319458,5662.0,30,2,78749,1982,1.98,2019-06-13,6,2019,381030.627306273
2366,29506827,509000.0,2.0,1820.0,4,5.66666666666667,1,16,1,-97.8292007446289,1,2.06666666666667,30.1840209960938,14810.4,32,2,78748,1972,1.98,2019-03-29,3,2019,313358.589371981
2367,29503824,249500.0,2.5,2232.0,4,5.66666666666667,2,16,1,-97.8243865966797,1,2.3,30.1894950866699,20473.2,1,1,78748,1980,1.98,2019-04-12,4,2019,313358.589371981
2368,29498540,349000.0,2.0,1249.0,4,4.66666666666667,1,14,1,-97.831657409668,1,1.3,30.1985626220703,8364.0,26,3,78745,1983,1.98,2019-07-26,7,2019,341094.994301994
2369,29498861,280000.0,2.0,1192.0,3,3.33333333333333,1,13,1,-97.7905883789062,1,0.8,30.1949825286865,9016.0,25,1,78745,1972,1.98,2019-07-22,7,2019,341094.994301994
2370,29505860,345000.0,2.0,1315.0,3,3.33333333333333,1,14,1,-97.8046875,1,1.36666666666667,30.1812076568604,5967.0,26,2,78748,1983,1.98,2019-08-12,8,2019,313358.589371981
2371,2086510811,414950.0,2.0,1722.0,3,5.66666666666667,1,16,1,-97.8230133056641,1,2.26666666666667,30.1865901947021,11325.6,1,3,78748,1972,1.98,2019-03-05,3,2019,313358.589371981
2372,29498523,294000.0,2.0,1124.0,3,4.66666666666667,1,14,1,-97.8318557739258,1,1.23333333333333,30.1995372772217,14810.4,25,2,78745,1982,1.98,2019-01-04,1,2019,341094.994301994
2373,63838810,340000.0,2.0,1013.0,3,4.0,1,13,1,-97.8224029541016,1,1.8,30.1909580230713,8232.0,25,4,78745,1982,1.98,2019-05-02,5,2019,341094.994301994
2374,63838803,330000.0,3.0,2184.0,3,4.0,2,13,1,-97.8167495727539,1,1.86666666666667,30.1877002716064,4791.0,1,2,78745,2004,1.98,2019-06-06,6,2019,341094.994301994
2375,29495404,230000.0,2.0,1223.0,3,4.66666666666667,1,14,1,-97.8309707641602,1,1.16666666666667,30.2023181915283,7753.0,30,4,78745,1981,1.98,2019-12-23,12,2019,341094.994301994
2376,29495061,299000.0,3.0,1416.0,3,4.66666666666667,2,14,1,-97.8201141357422,1,1.5,30.2014389038086,6969.0,27,8,78745,1979,1.98,2019-02-14,2,2019,341094.994301994
2377,58313332,520000.0,2.0,2189.0,3,4.66666666666667,1,14,1,-97.8001861572266,1,1.13333333333333,30.2252883911133,10890.0,1,1,78745,1965,1.98,2019-05-02,5,2019,341094.994301994
2378,29501495,300000.0,3.0,1504.0,3,6.66666666666667,2,16,1,-97.8346481323242,1,1.03333333333333,30.1940784454346,8015.0,25,4,78745,1992,1.98,2019-07-29,7,2019,341094.994301994
2379,29495042,375000.0,2.0,1350.0,3,4.66666666666667,1,14,1,-97.8190231323242,1,1.53333333333333,30.2020416259766,7405.0,1,1,78745,1976,1.98,2019-01-04,1,2019,341094.994301994
2380,29495500,359900.0,2.0,1150.0,2,4.66666666666667,1,14,1,-97.8324203491211,1,1.23333333333333,30.2002582550049,7187.0,23,2,78745,1982,1.98,2019-10-12,10,2019,341094.994301994
2381,29506352,301000.0,2.0,1503.0,3,3.33333333333333,1,14,1,-97.8105545043945,1,1.4,30.1827087402344,5749.0,30,3,78748,1995,1.98,2019-08-20,8,2019,313358.589371981
2382,29500851,435000.0,2.0,1663.0,4,3.33333333333333,1,13,1,-97.7936782836914,1,0.866666666666667,30.1933860778809,27442.8,2,5,78745,1959,1.98,2019-09-05,9,2019,341094.994301994
2383,29501525,299900.0,3.0,1439.0,3,6.66666666666667,2,16,1,-97.8322372436523,1,1.1,30.194278717041,5052.0,34,1,78745,1993,1.98,2019-02-19,2,2019,341094.994301994
2384,29501490,258000.0,3.0,1775.0,3,6.66666666666667,2,16,1,-97.8352127075195,1,1.0,30.1940670013428,4181.0,1,2,78745,1992,1.98,2019-02-28,2,2019,341094.994301994
2385,29495035,440000.0,2.0,1532.0,4,4.66666666666667,1,14,1,-97.8203887939453,1,1.5,30.2026901245117,6969.0,1,2,78745,1977,1.98,2019-07-23,7,2019,341094.994301994
2386,63838760,374999.0,3.0,2163.0,3,4.0,2,13,1,-97.8186111450195,1,1.7,30.1910018920898,4922.0,33,1,78745,2004,1.98,2019-04-16,4,2019,341094.994301994
2387,63838758,240000.0,3.0,1438.0,3,4.0,2,13,1,-97.8186111450195,1,1.73333333333333,30.1905975341797,4922.0,32,7,78745,2004,1.98,2019-04-10,4,2019,341094.994301994
2388,63744849,240000.0,1.0,1036.0,3,3.33333333333333,1,14,1,-97.8129653930664,1,1.46666666666667,30.1841926574707,3598.0,26,3,78748,2004,1.98,2019-06-17,6,2019,313358.589371981
2389,29500848,347500.0,2.0,1416.0,3,3.33333333333333,1,13,1,-97.7938919067383,1,0.833333333333333,30.192497253418,16117.2,17,5,78745,1965,1.98,2019-01-14,1,2019,341094.994301994
2390,114406311,449500.0,3.0,2392.0,3,4.0,2,13,1,-97.8096008300781,1,0.9,30.2143020629883,9016.0,1,3,78745,2011,1.98,2019-12-19,12,2019,341094.994301994
2391,70342757,400000.0,3.0,2419.0,4,4.0,2,13,1,-97.8207855224609,1,1.7,30.1919269561768,9191.0,32,2,78745,2004,1.98,2019-05-13,5,2019,341094.994301994
